system:index,ID,Latitude,Longitude,Ref_Code,Strata_Code,Type1,Type2,Type3,Year1,Year2,Year3,tree_canopy_cover_2000,tree_canopy_cover_2015,.geo
00000000000000000ac9,2766,-6.08128006315709,-69.6639460414507,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-69.6639471566459,-6.081281884780008]}"
00000000000000000acb,2768,-12.7687881957927,-57.5644476479426,1,1,,,,,,,74.0,72.0,"{""type"":""Point"",""coordinates"":[-57.56444845328477,-12.768787475978089]}"
00000000000000000acd,2771,-11.8910443316785,-69.6084301568913,1,1,,,,,,,79.0,76.0,"{""type"":""Point"",""coordinates"":[-69.6084313485305,-11.891044647314642]}"
00000000000000000ace,2772,-1.45729196967482,-69.79249495861,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-69.79249412181464,-1.4572921925798081]}"
00000000000000000acf,2773,-10.9588625613466,-73.8295238455011,1,1,,,,,,,81.0,78.0,"{""type"":""Point"",""coordinates"":[-73.82952342414765,-10.958860653889674]}"
00000000000000000ad0,2774,-5.42964215605602,-59.0304981916468,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-59.03049832033355,-5.429642234132587]}"
00000000000000000ad1,2775,-4.57318836417546,-63.5132711225244,1,1,,,,,,,81.0,81.0,"{""type"":""Point"",""coordinates"":[-63.51327274127217,-4.573187153898291]}"
00000000000000000ad2,2776,-5.92093078494157,-70.3818796165293,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-70.3818802626549,-5.920932610898095]}"
00000000000000000ad3,2777,-0.223545758463616,-64.4017947700598,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-64.40179321718179,-0.22354365401134876]}"
00000000000000000ad4,2778,5.07256183059767,-52.7407640667368,1,1,,,,,,,66.0,55.0,"{""type"":""Point"",""coordinates"":[-52.740762379507046,5.072561880873695]}"
00000000000000000ad5,2779,2.53715677269575,-62.6126202186532,1,1,,,,,,,77.0,77.0,"{""type"":""Point"",""coordinates"":[-62.61261905139612,2.5371571537938498]}"
00000000000000000ad7,2781,-1.66561128406238,-67.0695216693478,1,1,,,,,,,80.0,,"{""type"":""Point"",""coordinates"":[-67.06952176802264,-1.6656124755946924]}"
00000000000000000ad8,2782,-5.21835840123086,-68.3935485666306,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-68.39354926651919,-5.218356648917161]}"
00000000000000000ad9,2783,-7.07652356643428,-52.9873516122311,1,1,,,,,,,69.0,74.0,"{""type"":""Point"",""coordinates"":[-52.98735066776261,-7.076522026201753]}"
00000000000000000ade,2788,0.0311266245845676,-71.9320124708282,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-71.93201093916745,0.03112452535305223]}"
00000000000000000adf,2789,-11.3908623814801,-63.1154971147105,1,1,,,,,,,76.0,75.0,"{""type"":""Point"",""coordinates"":[-63.11549863179953,-11.390862823048566]}"
00000000000000000ae0,2790,5.2329111088132,-61.2910187726376,1,1,,,,,,,40.0,79.0,"{""type"":""Point"",""coordinates"":[-61.29101730387267,5.232911154755608]}"
00000000000000000ae1,2791,-6.38823439574109,-59.3751817661684,1,1,,,,,,,77.0,81.0,"{""type"":""Point"",""coordinates"":[-59.37518237266385,-6.388233023996062]}"
00000000000000000ae2,2792,-15.8749827852249,-66.7622978421745,1,1,,,,,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-66.76229862364234,-15.874983892505332]}"
00000000000000000ae6,2796,3.34725749591568,-57.9317687676244,1,1,,,,,,,66.0,72.0,"{""type"":""Point"",""coordinates"":[-57.93176690256237,3.3472554194765225]}"
00000000000000000ae8,2798,-12.2481246571164,-73.5581427981647,1,1,,,,,,,56.0,60.0,"{""type"":""Point"",""coordinates"":[-73.55814253403493,-12.248125000573538]}"
00000000000000000ae9,2799,3.14217211655096,-52.1379046795555,1,1,,,,,,,45.0,59.0,"{""type"":""Point"",""coordinates"":[-52.137905294384325,3.14217244382644]}"
00000000000000000aed,2803,-12.9603988458956,-70.1935029014467,1,1,,,,,,,77.0,75.0,"{""type"":""Point"",""coordinates"":[-70.19350107955103,-12.960399507345711]}"
00000000000000000af0,2806,1.79038727700631,-54.3633909644652,1,1,,,,,,,68.0,76.0,"{""type"":""Point"",""coordinates"":[-54.36338912094652,1.7903870412722152]}"
00000000000000000af1,2807,2.47355605058001,-63.096901988329,1,1,,,,,,,76.0,75.0,"{""type"":""Point"",""coordinates"":[-63.09690418040666,2.4735569954685506]}"
00000000000000000af2,2808,2.14288619449522,-62.6061523486074,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-62.606153354868624,2.142887897749219]}"
00000000000000000af3,2809,-3.21304919248849,-50.8621173130306,1,1,,,,,,,66.0,70.0,"{""type"":""Point"",""coordinates"":[-50.86211635108398,-3.2130498550709623]}"
00000000000000000af5,2811,0.650964170627768,-73.7432855782244,1,1,,,,,,,76.0,77.0,"{""type"":""Point"",""coordinates"":[-73.743284409774,0.65096632638835]}"
00000000000000000af6,2812,-5.58756598300442,-62.1992155248955,1,1,,,,,,,79.0,81.0,"{""type"":""Point"",""coordinates"":[-62.19921579273115,-5.5875657570414266]}"
00000000000000000afa,2816,-7.64192320625978,-54.4493597371566,1,1,,,,,,,75.0,78.0,"{""type"":""Point"",""coordinates"":[-54.44936058925697,-7.6419226624755305]}"
00000000000000000afb,2817,-4.23200821926647,-52.347571466872,1,1,,,,,,,65.0,59.0,"{""type"":""Point"",""coordinates"":[-52.34757222591736,-4.232007954995987]}"
00000000000000000afc,2818,-5.15421868994465,-66.5744601162624,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-66.57445899176594,-5.154216939364396]}"
00000000000000000afd,2819,-3.09312410205839,-71.4143133725827,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-71.41431376596344,-3.0931223322385355]}"
00000000000000000afe,2820,-3.76362663012599,-65.7948122811639,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-65.79481192717724,-3.7636284394430843]}"
00000000000000000aff,2821,4.38669811117161,-57.9460519806421,1,1,,,,,,,76.0,68.0,"{""type"":""Point"",""coordinates"":[-57.94605386233762,4.386698629641078]}"
00000000000000000b00,2822,1.74645965961281,-66.3699137260655,1,1,,,,,,,79.0,83.0,"{""type"":""Point"",""coordinates"":[-66.36991556734331,1.7464604367947196]}"
00000000000000000b01,2823,-3.87519738841377,-57.3978999942645,1,1,,,,,,,77.0,79.0,"{""type"":""Point"",""coordinates"":[-57.39790102893857,-3.875199606901355]}"
00000000000000000b05,2827,2.30539142939264,-54.2027721916623,1,1,,,,,,,65.0,71.0,"{""type"":""Point"",""coordinates"":[-54.2027723010014,2.305390917439947]}"
00000000000000000b07,2829,-5.31429847357494,-57.0680386219311,1,1,,,,,,,77.0,77.0,"{""type"":""Point"",""coordinates"":[-57.06803902850991,-5.314298667183103]}"
00000000000000000b09,2831,-2.53796525647188,-75.4004077828635,1,1,,,,,,,81.0,,"{""type"":""Point"",""coordinates"":[-75.40040675696294,-2.537964251084524]}"
00000000000000000b0a,2832,2.94166814513524,-53.2511868111808,1,1,,,,,,,61.0,68.0,"{""type"":""Point"",""coordinates"":[-53.2511867588929,2.941668964958246]}"
00000000000000000b0b,2833,-8.97807735986073,-70.4627279921012,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-70.46272822385492,-8.978078915837427]}"
00000000000000000b0c,2834,0.132456588633369,-52.1718609972957,1,1,,,,,,,14.0,62.0,"{""type"":""Point"",""coordinates"":[-52.17186134890632,0.13245759679260982]}"
00000000000000000b0d,2835,1.36647229442981,-68.3811518157096,1,1,,,,,,,74.0,76.0,"{""type"":""Point"",""coordinates"":[-68.38115296559059,1.3664736814242757]}"
00000000000000000b0e,2836,2.71529269353686,-70.4859045264318,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-70.48590663113075,2.715293781777959]}"
00000000000000000b0f,2837,4.2115266307681,-62.2161936837656,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-62.21619159044162,4.21152730385751]}"
00000000000000000b11,2839,-1.63947030929447,-75.9426308883658,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-75.94262898596091,-1.6394687661183391]}"
00000000000000000b12,2840,-8.12243205173587,-61.411752346825,1,1,,,,,,,75.0,79.0,"{""type"":""Point"",""coordinates"":[-61.411751923995766,-8.122430932893804]}"
00000000000000000b13,2841,-0.504628610864946,-56.8298054085791,1,1,,,,,,,77.0,79.0,"{""type"":""Point"",""coordinates"":[-56.82980709562851,-0.5046275480163632]}"
00000000000000000b14,2842,-1.0161293336432,-75.2920709595971,1,1,,,,,,,80.0,78.0,"{""type"":""Point"",""coordinates"":[-75.29207289686947,-1.0161310298571398]}"
00000000000000000b15,2843,4.26919847200864,-58.5313942197828,1,1,,,,,,,43.0,57.0,"{""type"":""Point"",""coordinates"":[-58.53139559852241,4.269196857781726]}"
00000000000000000b16,2844,-6.82508511840893,-54.6830115425595,1,1,,,,,,,23.0,78.0,"{""type"":""Point"",""coordinates"":[-54.68301302535648,-6.825086695101101]}"
00000000000000000b17,2845,-8.05883132962014,-67.7354427894752,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-67.73544391934425,-8.058830774568506]}"
00000000000000000b18,2846,-9.54320750510098,-64.3743063223653,1,1,,,,,,,78.0,74.0,"{""type"":""Point"",""coordinates"":[-64.37430731828836,-9.543207546946947]}"
00000000000000000b1b,2850,-8.97053151147412,-71.8487386439891,1,1,,,,,,,78.5,80.0,"{""type"":""Point"",""coordinates"":[-71.84873722699434,-8.970529657753945]}"
00000000000000000b1c,2851,-7.26355280858819,-77.0836709622708,1,1,,,,,,,77.0,70.0,"{""type"":""Point"",""coordinates"":[-77.08367281362823,-7.263554560787488]}"
00000000000000000b1d,2852,1.08862337705131,-67.5050249190952,1,1,,,,,,,82.0,79.0,"{""type"":""Point"",""coordinates"":[-67.5050243315085,1.0886226356830095]}"
00000000000000000b1e,2853,-8.04454811660262,-53.4767537790265,1,1,,,,,,,70.0,76.0,"{""type"":""Point"",""coordinates"":[-53.476754844782505,-8.04454827389432]}"
00000000000000000b20,2855,2.87402500424096,-51.6881182167904,1,1,,,,,,,65.0,56.0,"{""type"":""Point"",""coordinates"":[-51.68812023022429,2.8740244019774726]}"
00000000000000000b22,2857,-7.47106363922004,-70.6031346710111,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-70.60313639782584,-7.4710632874106455]}"
00000000000000000b25,2860,-6.68225298823376,-77.413262840019,1,1,,,,,,,78.0,63.0,"{""type"":""Point"",""coordinates"":[-77.41326280889263,-6.682252770157123]}"
00000000000000000b26,2861,-0.897821210724524,-55.2217312184537,1,1,,,,,,,25.0,78.0,"{""type"":""Point"",""coordinates"":[-55.221730400926425,-0.8978221607071138]}"
00000000000000000b28,2863,-4.73245966405004,-57.2211115463472,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-57.22111104947259,-4.732461784426325]}"
00000000000000000b2a,2865,3.15753330790942,-58.3400530642626,1,1,,,,,,,63.0,63.0,"{""type"":""Point"",""coordinates"":[-58.34005111321798,3.1575340469555604]}"
00000000000000000b2b,2866,2.94328511264666,-51.8802678560663,1,1,,,,,,,56.0,61.0,"{""type"":""Point"",""coordinates"":[-51.88026735371834,2.9432831595395936]}"
00000000000000000b2d,2868,-13.9534863924909,-61.3368328521283,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-61.33683456719683,-13.953485902958645]}"
00000000000000000b2f,2870,-0.134343050750443,-59.5471193115513,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-59.54712085018369,-0.13434379653821743]}"
00000000000000000b30,2871,-11.9435957757995,-54.3280871737988,1,1,,,,,,,79.0,76.0,"{""type"":""Point"",""coordinates"":[-54.32808641790639,-11.9435951532295]}"
00000000000000000b32,2873,1.82218763806418,-51.6223615379919,1,1,,,,,,,55.0,52.0,"{""type"":""Point"",""coordinates"":[-51.62236186698913,1.822189349985391]}"
00000000000000000b36,2877,2.93061886714056,-52.119309553174,1,1,,,,,,,61.0,,"{""type"":""Point"",""coordinates"":[-52.11931084299146,2.9306193125478073]}"
00000000000000000b37,2878,-6.65314757302825,-59.5762247267572,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-59.576225402759526,-6.653148217581283]}"
00000000000000000b39,2880,-10.7160479400488,-74.6048597672358,1,1,,,,,,,28.0,80.0,"{""type"":""Point"",""coordinates"":[-74.60485853801767,-10.716049224226387]}"
00000000000000000b3a,2881,-9.88142320957239,-71.2472267297341,1,1,,,,,,,77.0,80.0,"{""type"":""Point"",""coordinates"":[-71.24722679038977,-9.881421443648708]}"
00000000000000000b3c,2883,-11.540162381701,-71.1890158993223,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-71.18901768523808,-11.540162444520037]}"
00000000000000000b3d,2884,3.30979774856786,-65.7692102955661,1,1,,,,,,,76.0,,"{""type"":""Point"",""coordinates"":[-65.7692122280294,3.309798970627577]}"
00000000000000000b3e,2885,-7.17057717668171,-62.380854875347,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-62.38085281504221,-7.1705778447220885]}"
00000000000000000b3f,2886,-5.49971074821743,-75.7852460505858,1,1,,,,,,,71.0,77.0,"{""type"":""Point"",""coordinates"":[-75.78524501427954,-5.4997125480864355]}"
00000000000000000b41,2888,2.20136651949147,-71.3684992930919,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-71.36850096174034,2.2013645489641074]}"
00000000000000000b42,2889,6.50627302405412,-65.1423658902985,1,1,,,,,,,77.0,,"{""type"":""Point"",""coordinates"":[-65.14236517923914,6.506274347082881]}"
00000000000000000b44,2891,-4.30962265981448,-71.7482171636947,1,1,,,,,,,80.0,78.0,"{""type"":""Point"",""coordinates"":[-71.74821571194651,-4.3096230679322645]}"
00000000000000000b45,2892,3.83881561938647,-68.5875846680032,1,1,,,,,,,73.0,77.0,"{""type"":""Point"",""coordinates"":[-68.58758258975882,3.8388178014062895]}"
00000000000000000b46,2893,-8.74415605987573,-71.8177467666866,1,1,,,,,,,77.5,77.0,"{""type"":""Point"",""coordinates"":[-71.8177464746729,-8.744154474573659]}"
00000000000000000b47,2894,-5.0636685093053,-65.8885963968273,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-65.8885957405333,-5.063670433373124]}"
00000000000000000b48,2895,-1.90923438911588,-60.1626449442388,1,1,,,,,,,82.0,81.0,"{""type"":""Point"",""coordinates"":[-60.162646241399244,-1.9092354616497074]}"
00000000000000000b49,2896,6.16967428709414,-64.623588813712,1,1,,,,,,,76.0,72.0,"{""type"":""Point"",""coordinates"":[-64.62358890358021,6.169674644962465]}"
00000000000000000b4b,2898,-7.07760154477523,-69.3276167990715,1,1,,,,,,,49.0,79.0,"{""type"":""Point"",""coordinates"":[-69.3276150005887,-7.0776011286566884]}"
00000000000000000b4e,2901,-3.80728475293426,-72.6324288978662,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-72.63242869623853,-3.807283038756319]}"
00000000000000000b4f,2902,-5.45012374453397,-62.3563308680902,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-62.356332218349316,-5.450122885271065]}"
00000000000000000b52,2905,-2.31967464243057,-74.9239413561596,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-74.92394289120014,-2.319673418114134]}"
00000000000000000b54,2907,-1.42117969525317,-67.1705821388127,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-67.17058283429795,-1.4211779331479497]}"
00000000000000000b55,2908,-12.003423573722,-71.1771581375717,1,1,,,,,,,67.0,78.0,"{""type"":""Point"",""coordinates"":[-71.17715647643593,-12.003422912063586]}"
00000000000000000b56,2909,-1.69660316136454,-59.2641499970496,1,1,,,,,,,83.0,79.0,"{""type"":""Point"",""coordinates"":[-59.264150756433054,-1.6966032279161412]}"
00000000000000000b5a,2913,3.72481940983156,-54.7595480047676,1,1,,,,,,,73.0,72.0,"{""type"":""Point"",""coordinates"":[-54.759549035837814,3.724820882974946]}"
00000000000000000b5b,2914,0.643957311411627,-75.2058326923204,1,1,,,,,,,77.0,77.0,"{""type"":""Point"",""coordinates"":[-75.20583388249582,0.643956619532333]}"
00000000000000000b5d,2916,7.84889504770074,-62.7770119156494,1,1,,,,,,,72.0,75.0,"{""type"":""Point"",""coordinates"":[-62.7770127299335,7.848896296972274]}"
00000000000000000b61,2920,-5.98480100164254,-67.1161442325943,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-67.11614612863748,-5.984800315286599]}"
00000000000000000b62,2921,4.72572229939872,-56.5600413287542,1,1,,,,,,,71.0,73.0,"{""type"":""Point"",""coordinates"":[-56.56004040009714,4.725724082734566]}"
00000000000000000b63,2922,-2.70154846971023,-70.2864785333544,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-70.28647779561642,-2.701546373230185]}"
00000000000000000b64,2923,0.649616697701587,-73.799070957369,1,1,,,,,,,77.0,,"{""type"":""Point"",""coordinates"":[-73.79907222305367,0.6496152187691558]}"
00000000000000000b65,2924,3.73047879612152,-63.9212859245773,1,1,,,,,,,78.0,71.0,"{""type"":""Point"",""coordinates"":[-63.92128494676352,3.7304794822117673]}"
00000000000000000b66,2925,-6.65934594848869,-54.0712588340653,1,1,,,,,,,80.0,77.0,"{""type"":""Point"",""coordinates"":[-54.07126003363213,-6.659346368045571]}"
00000000000000000b68,2927,-0.930160560952865,-54.9368754418553,1,1,,,,,,,37.0,40.0,"{""type"":""Point"",""coordinates"":[-54.9368741074302,-0.9301595615467034]}"
00000000000000000b69,2928,-7.2301354800189,-66.4814844843547,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-66.48148227570053,-7.230133598391912]}"
00000000000000000b6c,2931,-1.37186218615495,-62.927120399628,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-62.927119448695656,-1.3718602754968385]}"
00000000000000000b6d,2932,-0.923153701736724,-71.7360899073589,1,1,,,,,,,80.0,80.5,"{""type"":""Point"",""coordinates"":[-71.73609141618222,-0.9231543137917396]}"
00000000000000000b6f,2934,-4.8521152598949,-51.5388182165676,1,1,,,,,,,68.0,68.0,"{""type"":""Point"",""coordinates"":[-51.538816149651765,-4.852117302094492]}"
00000000000000000b70,2935,-9.8792672528905,-69.4038837666943,1,1,,,,,,,78.0,75.0,"{""type"":""Point"",""coordinates"":[-69.40388346500683,-9.879267697839893]}"
00000000000000000b71,2936,7.28861580499473,-60.6525861002047,1,1,,,,,,,73.0,68.0,"{""type"":""Point"",""coordinates"":[-60.65258551054556,7.288614708707853]}"
00000000000000000b72,2937,-8.10195046325792,-76.2986332354675,1,1,,,,,,,82.0,67.0,"{""type"":""Point"",""coordinates"":[-76.29863469586591,-8.101950281755329]}"
00000000000000000b73,2938,0.140541426190454,-55.3602514352669,1,1,,,,,,,76.0,77.0,"{""type"":""Point"",""coordinates"":[-55.36025237515172,0.14054194700250722]}"
00000000000000000b74,2939,-0.515138899689157,-50.388076337594,1,1,,,,,,,63.0,54.0,"{""type"":""Point"",""coordinates"":[-50.38807823629425,-0.5151376491993352]}"
00000000000000000b75,2940,-6.96522230273174,-75.0729718617972,1,1,,,,,,,78.0,81.0,"{""type"":""Point"",""coordinates"":[-75.07297050750735,-6.965222863907745]}"
00000000000000000b77,2942,-2.19085623068768,-76.1032496611687,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-76.10325026500708,-2.1908544477811356]}"
00000000000000000b78,2943,-8.30407140218505,-56.1789759852252,1,1,,,,,,,80.0,77.0,"{""type"":""Point"",""coordinates"":[-56.17897454227176,-8.304072414305923]}"
00000000000000000b79,2944,-6.51624432372828,-67.8445880964973,1,1,,,,,,,80.0,81.0,"{""type"":""Point"",""coordinates"":[-67.84458933582945,-6.516244897038386]}"
00000000000000000b7a,2945,-0.591405867310994,-55.0829415070552,1,1,,,,,,,72.0,76.0,"{""type"":""Point"",""coordinates"":[-55.082940880637935,-0.5914061136174735]}"
00000000000000000b7b,2946,-4.87583078339569,-55.0532971026789,1,1,,,,,,,66.0,71.0,"{""type"":""Point"",""coordinates"":[-55.05329677683462,-4.8758308014967175]}"
00000000000000000b7d,2948,-8.50053295482223,-65.0539716663399,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-65.05397241905669,-8.500531488518641]}"
00000000000000000b7e,2949,-8.65818728718539,-60.3467097459576,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-60.34670901468338,-8.658187465364271]}"
00000000000000000b7f,2950,-11.3911318760654,-60.2717902512609,1,1,,,,,,,77.0,77.0,"{""type"":""Point"",""coordinates"":[-60.27179165788444,-11.39113036911177]}"
00000000000000000b81,2952,8.47493096920437,-61.7701801451938,1,1,,,,,,,79.0,75.0,"{""type"":""Point"",""coordinates"":[-61.77017892577281,8.474931789370808]}"
00000000000000000b82,2953,-11.5285741145358,-55.4710137098004,1,1,,,,,,,74.0,76.0,"{""type"":""Point"",""coordinates"":[-55.47101198621827,-11.528573240882134]}"
00000000000000000b86,2957,-4.92353132498249,-67.5675476628708,1,1,,,,,,,76.0,80.0,"{""type"":""Point"",""coordinates"":[-67.5675498464799,-4.923529805465427]}"
00000000000000000b87,2958,-6.19258132685963,-65.6096695011042,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-65.60967005143816,-6.192581047074018]}"
00000000000000000b88,2959,3.37528493278025,-67.5926106592981,1,1,,,,,,,63.0,,"{""type"":""Point"",""coordinates"":[-67.59260999440028,3.375285328698484]}"
00000000000000000b89,2960,-6.01740984645612,-59.9203693121083,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-59.920369903862365,-6.017409721290449]}"
00000000000000000b8c,2963,-10.2363475783284,-57.8250489118695,1,1,,,,,,,67.0,77.0,"{""type"":""Point"",""coordinates"":[-57.82504723705026,-10.236348051098787]}"
00000000000000000b8d,2964,4.51794197418163,-68.6431005525626,1,1,,,,,,,64.0,78.0,"{""type"":""Point"",""coordinates"":[-68.64309839787421,4.517943350947151]}"
00000000000000000b8e,2965,-5.1709273542293,-65.3560750963936,1,1,,,,,,,80.5,80.0,"{""type"":""Point"",""coordinates"":[-65.35607651542765,-5.1709251910116585]}"
00000000000000000b8f,2966,2.46951363180147,-65.8314635447565,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-65.83146573783655,2.4695125908130757]}"
00000000000000000b90,2967,-5.88670497261657,-56.7998915096175,1,1,,,,,,,80.0,78.0,"{""type"":""Point"",""coordinates"":[-56.79989098666094,-5.886704551211843]}"
00000000000000000b91,2968,-2.60587789195139,-60.7000171472069,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-60.70001696845107,-2.605876360128504]}"
00000000000000000b93,2970,-4.02207193736749,-66.0104079493557,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-66.01040946311134,-4.022073477399754]}"
00000000000000000b94,2971,-14.8449744804522,-62.9683530711696,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-62.968352756136866,-14.844976140169866]}"
00000000000000000b95,2972,2.58728276554967,-58.2901965659932,1,1,,,,,,,66.0,67.0,"{""type"":""Point"",""coordinates"":[-58.29019836344047,2.5872819087356347]}"
00000000000000000b96,2973,-5.03132915907696,-56.7279364553585,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-56.72793447296149,-5.031328573432481]}"
00000000000000000b97,2974,-5.93925641673763,-55.744820208404,1,1,,,,,,,72.0,77.0,"{""type"":""Point"",""coordinates"":[-55.744818627304056,-5.9392550571267035]}"
00000000000000000b98,2975,-9.88142320957239,-71.7881023623102,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-71.7881023708696,-9.881421443648708]}"
00000000000000000b9b,2978,-10.1991573255658,-51.8449640653999,1,1,,,,,,,79.0,73.0,"{""type"":""Point"",""coordinates"":[-51.8449646506782,-10.199159148313047]}"
00000000000000000b9c,2979,-3.44804847081444,-74.8050942440689,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-74.80509447082265,-3.448048939688613]}"
00000000000000000b9d,2980,-10.3457623799343,-70.3449588583514,1,1,,,,,,,79.0,74.0,"{""type"":""Point"",""coordinates"":[-70.34495890593237,-10.345761013647188]}"
00000000000000000b9e,2981,-5.31079504396687,-73.9723559756782,1,1,,,,,,,76.0,76.0,"{""type"":""Point"",""coordinates"":[-73.97235734909162,-5.310793813755096]}"
00000000000000000b9f,2982,-2.78320532903679,-67.2740680595448,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-67.27406965154631,-2.78320589082194]}"
00000000000000000ba1,2984,-5.37816869027591,-74.4725379258831,1,1,,,,,,,72.0,69.0,"{""type"":""Point"",""coordinates"":[-74.4725391733577,-5.378170830672663]}"
00000000000000000ba2,2985,-6.35212212131945,-64.480756683535,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-64.48075497863621,-6.352123223665257]}"
00000000000000000ba4,2987,-3.65205587183822,-55.0349714708826,1,1,,,,,,,63.0,74.0,"{""type"":""Point"",""coordinates"":[-55.034969871504956,-3.6520572719848157]}"
00000000000000000bab,2994,1.65105857643921,-69.8326496518107,1,1,,,,,,,77.0,80.0,"{""type"":""Point"",""coordinates"":[-69.83264832680092,1.6510579697562449]}"
00000000000000000bad,2996,-12.0678327795934,-72.7733745659466,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-72.7733764214369,-12.067834626780611]}"
00000000000000000bb4,3003,-0.386050993361029,-67.7057983850988,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-67.70579981554094,-0.38605113280313047]}"
00000000000000000bb5,3004,-13.2083338643129,-71.268516801968,1,1,,,,,,,35.5,56.5,"{""type"":""Point"",""coordinates"":[-71.26851899791997,-13.20833444411941]}"
00000000000000000bb6,3005,1.61467680743232,-64.7440528933142,1,1,,,,,,,78.0,,"{""type"":""Point"",""coordinates"":[-64.74405151853904,1.61467616426118]}"
00000000000000000bb8,3007,-7.69366616662512,-76.4398483981331,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-76.4398499671275,-7.693666071099717]}"
00000000000000000bbc,3011,-6.46477085794817,-62.0984245500158,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-62.09842673162012,-6.464769034477408]}"
00000000000000000bbd,3012,-8.29275262960514,-57.6991949405625,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-57.6991935689178,-8.292750756731225]}"
00000000000000000bbe,3013,6.92291165282924,-65.2083920636823,1,1,,,,,,,69.0,66.0,"{""type"":""Point"",""coordinates"":[-65.20839108853751,6.922910454011595]}"
00000000000000000bbf,3014,-12.866075741063,-69.3141420698095,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-69.31414405630623,-12.866076142762173]}"
00000000000000000bc1,3016,-5.79804125407387,-77.0122548971823,1,1,,,,,,,72.0,78.0,"{""type"":""Point"",""coordinates"":[-77.01225585115624,-5.798039785865125]}"
00000000000000000bc3,3018,-7.04337573245023,-67.0479621025286,1,1,,,,,,,80.0,81.0,"{""type"":""Point"",""coordinates"":[-67.04796201442923,-7.04337752807149]}"
